0.01    1.456834e-02
0.005   6.092843e-03
0.002   2.135520e-03
0.001   1.360592e-03
0.0005  5.236222e-04
0.0002  4.929256e-04
0.0001  2.621406e-04
0.00005 6.190338e-05
0.00002 3.194358e-05

